,,url,location,location extra,text,title,languageCode,publisher.name,publisher.site,reviewDate,claimDate,claimant,claimant_canonical_name,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,is_politician_strict,rand_num
,3655,http://www.politifact.com/factchecks/2016/aug/09/mike-pence/mike-pence-claims-national-debt-has-nearly-doubled/,Public Event,,Says that under the Obama administration; 'the debt has nearly doubled.',Mike Pence claims national debt has nearly doubled under President Obama,en,PolitiFact,politifact.com,2016-08-09T21:44:07Z,2016-08-02T00:00:00Z,Mike Pence,Mike Pence,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,1118
,6688,http://www.politifact.com/factchecks/2017/oct/04/john-cornyn/john-cornyn-says-obamacare-premiums-more-doubled-f/,Written Statement,,Says that under the Obamacare law; health insurance 'premiums have increased by more than 105 percent since' 2013.,John Cornyn says Obamacare premiums more than doubled in a few years,en,PolitiFact,politifact.com,2017-10-04T16:26:24Z,2017-09-22T00:00:00Z,John Cornyn,John Cornyn,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,22
,603,http://www.politifact.com/factchecks/2018/apr/24/gwen-graham/did-gwen-graham-vote-favor-legislation-denying-res/,Debate,Election Debate,Says the 2015 vote on the American Security Against Foreign Enemies Act 'was not a vote to deny access to the U.S.',Did Gwen Graham vote to deny the resettlement of Syrian refugees?,en,PolitiFact,politifact.com,2018-04-24T16:13:26Z,2018-04-18T00:00:00Z,Gwen Graham,Gwen Graham,Democratic,Half True,,4 Half True,True)ish,TRUE,1133
,416,https://www.politifact.com/factchecks/2021/mar/01/ronna-mcdaniel/yes-aclu-has-criticized-hr-1-heres-why/,Social Media,Twitter,Says the American Civil Liberties Union opposes H.R. 1 on grounds that 'it threatens our freedom of speech.',Yes; the ACLU has criticized HR 1. Here's why,en,PolitiFact,politifact.com,,2021-02-22T00:00:00Z,Ronna McDaniel,Ronna McDaniel,Republican,Half True,,4 Half True,True)ish,TRUE,2066
,5551,https://www.politifact.com/factchecks/2020/apr/24/chris-larson/chris-larson-has-no-basis-connect-spike-new-corona/,Social Media,Facebook,Says the April 22 jump in COVID-19 cases was related to the election.,Chris Larson has no basis to connect spike in new coronavirus cases to election,en,PolitiFact,politifact.com,,2020-04-23T00:00:00Z,Chris Larson,Chris Larson,Democratic,FALSE,,2 False,False(ish),TRUE,1864
,4597,https://www.politifact.com/factchecks/2019/oct/12/kevin-brady/income-inequality-growing-or-shrinking-united-stat/,Social Media,Twitter,Says the Associated Press was wrong to report that 'Income Inequality grew to largest in 50 years' because in a 'new Census report all four measures of income inequality SHRUNK; reversing rise over past five decades.',Is income inequality growing or shrinking in the United States?,en,PolitiFact,politifact.com,,2019-10-12T00:00:00Z,Kevin Brady,Kevin Brady,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1775
,718,https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,TV Appearance,MSNBC,Says the California congressional district he represents 'has a higher GDP than Russia.',Congressman says his Silicon Valley district has higher GDP than Russia. Wrong,en,PolitiFact,politifact.com,,2019-12-20T00:00:00Z,Ro Khanna,Ro Khanna,Democratic,FALSE,,2 False,False(ish),TRUE,2476
,5428,http://www.politifact.com/factchecks/2017/dec/07/brendan-boyle/no-gop-concealed-carry-bill-does-not-block-states-/,Social Media,Twitter,Says the concealed carry bill would allow residents of certain states to 'travel to your community and walk right into a school zone with a loaded weapon; no matter what local laws say.',No; the GOP concealed carry bill does not block states from keeping guns out of schools,en,PolitiFact,politifact.com,2017-12-07T22:08:37Z,2017-12-07T00:00:00Z,Brendan Boyle,Brendan Boyle,Democratic,FALSE,,2 False,False(ish),TRUE,2011
,3550,http://www.politifact.com/factchecks/2011/dec/07/newt-gingrich/newt-gingrich-blasts-1990s-ethics-investigation-hi/,TV Appearance,FOX,Says the congressional ethics investigation against him was conducted by 'a very partisan political committee' in a way that 'related more to the politics of the Democratic Party than to ethics.',Newt Gingrich blasts 1990s ethics investigation of him; calling it partisan,en,PolitiFact,politifact.com,2016-07-15T16:27:09Z,2011-12-06T00:00:00Z,Newt Gingrich,Newt Gingrich,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,583
,4557,https://www.politifact.com/factchecks/2020/jan/07/nikki-haley/nikki-haleys-pants-fire-claim-top-democrats-are-mo/,TV Appearance,FOX,Says the Democratic leadership and presidential candidates 'are mourning the loss of (Qassem) Soleimani',Nikki Haley's Pants on Fire claim that top Democrats are mourning Soleimani,en,PolitiFact,politifact.com,,2020-01-06T00:00:00Z,Nikki Haley,Nikki Haley,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,140
,6120,http://www.politifact.com/factchecks/2016/jan/20/debbie-wasserman-schultz/democratic-debates-maximize-exposure-debbie-wasser/,TV Appearance,CNN,Says the Democratic Party created a debate schedule 'to maximize the opportunity for voters to see our candidates.',Democratic debates set to 'maximize' exposure; Wasserman Schultz claims; but evidence is dubious,en,PolitiFact,politifact.com,2016-05-12T14:28:47Z,2016-01-17T00:00:00Z,Debbie Wasserman Schultz,Debbie Wasserman Schultz,Democratic,FALSE,,2 False,False(ish),TRUE,1562
,5659,http://www.politifact.com/factchecks/2017/jan/31/john-cornyn/texans-led-john-cornyn-claim-obama-administration-/,Written Statement,,Says the Department of Homeland Security didn't request any hours of aerial surveillance for the U.S.-Mexico border from the Department of Defense for 2017.,John Cornyn joins Texans saying Obama administration didn't request border surveillance from air,en,PolitiFact,politifact.com,2017-01-31T22:00:16Z,2016-11-22T00:00:00Z,John Cornyn,John Cornyn,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1874
,2143,http://www.politifact.com/factchecks/2017/oct/05/steve-israel/former-democratic-congressman-compares-gun-violenc/,Written Statement,,Says the Dickey Amendment 'prevents the Centers for Disease Control and Prevention from even researching the relationship between gun violence and public health. ... The government can’t study gun violence but is spending $400;000 analyzing the effects of Swedish massages on rabbits.',Does US really spend research dollars on massages for rabbits but not gun violence?,en,PolitiFact,politifact.com,2017-10-05T17:40:10Z,2017-10-02T00:00:00Z,Steve Israel,Steve Israel,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,569
,4879,http://www.politifact.com/factchecks/2016/aug/17/joaquin-castro/joaquin-castro-says-conservative-activist-believes/,Social Media,Twitter,Says the director of an anti-abortion group receiving a Texas grant to provide women’s health services 'believes HIV can be spread through the sewer system.',Joaquin Castro says conservative activist believes HIV can be spread through sewer system,en,PolitiFact,politifact.com,2016-08-17T21:06:18Z,2016-08-10T00:00:00Z,Joaquin Castro,Joaquin Castro,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1010
,546,http://www.politifact.com/factchecks/2017/may/15/richard-corcoran/corcoran-touts-level-education-spending-there/,Social Media,Twitter,Says the Florida House of Representatives allocated $24 billion; 'the greatest investment in education in Florida history!',Florida House speaker touts record education spending; but there's more to grade,en,PolitiFact,politifact.com,2017-05-15T14:36:33Z,2017-05-06T00:00:00Z,Richard Corcoran,Richard Corcoran,Republican,Half True,,4 Half True,True)ish,TRUE,395
,4421,https://www.politifact.com/factchecks/2020/jan/21/mike-gallagher/house-did-not-impeach-trump-third-time-or-criticiz/,Interview,,Says the House impeachment vote was the third by Democrats — 'They tried to impeach Trump for criticizing the NFL and for some other things.',House did not impeach Trump for third time or for criticizing NFL,en,PolitiFact,politifact.com,,2019-12-20T00:00:00Z,Mike Gallagher,Mike Gallagher (American politician),Republican,FALSE,,2 False,False(ish),TRUE,2207
,3045,http://www.politifact.com/factchecks/2016/may/27/pat-mccrory/gov-pat-mccrory-wrongly-says-we-dont-know-who-fund/,Interview,,Says the Human Rights Campaign is secretly funded,Gov. Pat McCrory questionably says 'we don't know who funds' the Human Rights Campaign,en,PolitiFact,politifact.com,2016-05-27T23:37:40Z,2016-05-24T00:00:00Z,Pat McCrory,Pat McCrory,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1153
,1101,http://www.politifact.com/factchecks/2012/aug/30/chris-christie/chris-christie-says-national-health-care-law-puts-/,Speech/Remarks,Campaign,Says the national health care law puts federal 'bureaucrats between an American citizen and her doctor.',Chris Christie says national health care law puts 'bureaucrats between American citizens and doctors,en,PolitiFact,politifact.com,2016-07-15T15:35:51Z,2012-08-28T00:00:00Z,Chris Christie,Chris Christie,Republican,FALSE,,2 False,False(ish),TRUE,63
,6800,http://www.politifact.com/factchecks/2011/oct/23/chris-christie/chris-christie-slams-health-care-reform-government/,Interview,,Says the national heath care reform is 'a government takeover of health care.',Chris Christie slams health care reform as 'a government takeover of health care',en,PolitiFact,politifact.com,2016-07-15T15:49:53Z,2011-10-19T00:00:00Z,Chris Christie,Chris Christie,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,277
,1684,https://www.politifact.com/factchecks/2019/jan/30/dallas-woodhouse/gop-official-falsely-says-bladen-voters-didnt-call/,Social Media,Twitter,Says the NC elections board received 'no calls' after alerting Bladen County voters to possible absentee ballot fraud.,GOP official falsely says Bladen voters didn't call NC elections board about absentee ballots,en,PolitiFact,politifact.com,2019-01-30T18:49:15Z,2019-01-17T00:00:00Z,Dallas Woodhouse,Dallas Woodhouse,Republican,FALSE,,2 False,False(ish),FALSE,683
,1170,http://www.politifact.com/factchecks/2017/nov/10/michael-mccaul/michael-mccaul-makes-half-true-claim-new-york-atta/,TV Appearance,FOX,Says the New York bike path assault 'was the ninth vehicle assault used by ISIS.',Michael McCaul makes Half True claim that New York attack the ninth vehicular assault 'by ISIS',en,PolitiFact,politifact.com,2017-11-10T16:32:59Z,2017-10-31T00:00:00Z,Michael McCaul,Michael McCaul,Republican,Half True,,4 Half True,True)ish,TRUE,118
,5524,https://www.politifact.com/factchecks/2019/sep/13/joe-biden/fact-checking-biden-use-cages-during-obama-adminis/,Debate,Election Debate,Says the Obama administration 'didn't lock people up in cages.',Fact-checking Biden on use of cages for immigrants during Obama administration,en,PolitiFact,politifact.com,,2019-09-12T00:00:00Z,Joe Biden,Joe Biden,Democratic,FALSE,,2 False,False(ish),TRUE,525
,4634,http://www.politifact.com/factchecks/2015/dec/21/chris-christie/chris-christie-mostly-wrong-barack-obama-invited-r/,Debate,Election Debate,Says the Obama administration invited 'Russia into Syria.',Chris Christie mostly wrong that Barack Obama invited Russia into military role in Syria,en,PolitiFact,politifact.com,2016-07-15T14:05:30Z,2015-12-15T00:00:00Z,Chris Christie,Chris Christie,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1646
,5454,http://www.politifact.com/factchecks/2017/dec/15/scott-perry/gop-lawmaker-claims-fbi-purged-training-documents-/,Speech/Remarks,Unspecified,Says the Obama administration purged 'training courses and information about Islamism; jihad; Sharia; and the Muslim Brotherhood.',GOP lawmaker claims FBI purged training documents. Here's what we found,en,PolitiFact,politifact.com,2017-12-15T15:09:47Z,2017-11-30T00:00:00Z,Scott Perry,Scott Perry (politician),Republican,Half True,,4 Half True,True)ish,FALSE,821
,5375,https://www.politifact.com/factchecks/2020/jun/04/kamala-harris/fact-checking-kamala-harris-claim-about-trump-and-/,TV Appearance,CNN,Says the Obama administration was doing pattern-or-practice investigations of discrimination by police departments and 'Donald Trump came in with Jeff Sessions and undid those.',Fact-checking Kamala Harris' claim about Donald Trump and investigations of police misconduct,en,PolitiFact,politifact.com,,2020-06-01T00:00:00Z,Kamala Harris,Kamala Harris,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1114
,3997,https://www.politifact.com/factchecks/2019/mar/10/lori-lightfoot/fact-checking-lightfoots-record-police-discipline/,Social Media,Twitter,Says the percentage of officers the Chicago Police Board fired after hearing their cases or who chose to resign prior to a board hearing roughly doubled during her tenure.,Fact-checking Lightfoot's record on police discipline,en,PolitiFact,politifact.com,2019-03-18T19:46:15Z,2019-03-05T00:00:00Z,Lori Lightfoot,Lori Lightfoot,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2226
,480,http://www.politifact.com/factchecks/2017/mar/02/lois-kolkhorst/lois-kolkhorst-says-texas-bathroom-proposal-very-d/,Speech/Remarks,Press Event,Says the proposed Texas Privacy Act 'is very different from' North Carolina’s law 'in that theirs covers a whole list of things that the Texas Privacy Act does not.',Lois Kolkhorst says Texas bathroom proposal 'very different' from North Carolina's law,en,PolitiFact,politifact.com,2017-03-02T20:18:18Z,2017-02-06T00:00:00Z,Lois Kolkhorst,Lois Kolkhorst,Republican,Half True,,4 Half True,True)ish,TRUE,2421
,6016,http://www.politifact.com/factchecks/2017/may/04/robert-pittenger/does-new-version-ahca-protect-coverage-pre-existin/,Written Statement,,Says the Republican plan to replace Obamacare; 'absolutely does not eliminate protections for pre-existing conditions.',Does new version of the AHCA protect coverage for pre-existing conditions?,en,PolitiFact,politifact.com,2017-05-05T18:12:34Z,2017-05-02T00:00:00Z,Robert Pittenger,Robert Pittenger,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2074
,3838,http://www.politifact.com/factchecks/2017/jun/14/richard-burr/russia-investigation-senate-hearings-have-uncommon/,Speech/Remarks,Unspecified,Says the Senate Intelligence Committee has held 10 public hearings this year; 'more than double that held by the committee in any recent year.',In Russia investigation; Senate hearings have uncommon transparency says Sen. Richard Burr,en,PolitiFact,politifact.com,2017-06-15T13:23:42Z,2017-06-13T00:00:00Z,Richard Burr,Richard Burr,Republican,TRUE,,6 True,True)ish,TRUE,2310
,7596,https://www.politifact.com/factchecks/2020/may/28/tom-tiffany/tiffany-wrong-claim-officials-dont-want-wisconsini/,Social Media,Twitter,Says the state 'health secretary says don't go to hospitals or clinics; now the tourism secretary says don't recreate.',Tiffany wrong on claim that officials don't want Wisconsinites to go to doctors; spend time outdoors,en,PolitiFact,politifact.com,,2020-05-26T00:00:00Z,Tom Tiffany,Tom Tiffany,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,25
,6802,http://www.politifact.com/factchecks/2018/feb/05/devin-nunes/nunes-memo-twists-james-comeys-words-steele-dossie/,Written Statement,,Says the Steele dossier 'was—according to (James Comey's) June 2017 testimony—'salacious and unverified.' ',Nunes memo twists James Comey's words on Steele dossier,en,PolitiFact,politifact.com,2018-02-05T23:55:22Z,2018-02-02T00:00:00Z,Devin Nunes,Devin Nunes,Republican,Half True,,4 Half True,True)ish,TRUE,1259
,1955,http://www.politifact.com/factchecks/2017/apr/19/jay-chaudhuri/even-state-trump-won-nc-lawmaker-says-most-people-/,Interview,,Says the T.R.U.M.P. Act; which would force presidential candidates to release their tax returns to run in North Carolina; 'has a lot of support – by a majority of North Carolinians and members of both parties.',Even in a state Trump won; NC lawmaker says; most people still want him to release his taxes,en,PolitiFact,politifact.com,2017-04-20T17:56:13Z,2017-04-05T00:00:00Z,Jay Chaudhuri,Jay Chaudhuri,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1591
